len;duration;threads
6144;790219849;2
6144;807263550;2
6144;790928914;2
6144;794719076;2
6144;800884644;2
6144;796974407;2
6144;803593425;2
6144;778962891;2
8192;795179240;2
8192;801393718;2
8192;804806763;2
8192;790515829;2
8192;804623942;2
8192;831954102;2
8192;806580851;2
8192;806728150;2
8192;780160441;2
8192;813586874;2
10240;782825725;2
10240;803377239;2
10240;780605714;2
10240;804340292;2
10240;780978598;2
10240;800481650;2
10240;793266235;2
10240;795916260;2
10240;796957724;2
10240;785998739;2
12288;776546347;2
12288;810564698;2
12288;787061971;2
12288;779124715;2
12288;777107829;2
12288;769001588;2
12288;778609782;2
12288;795733480;2
12288;789375326;2
12288;798608602;2
16384;849191691;2
16384;839797119;2
16384;896840088;2
16384;843727417;2
16384;871002401;2
16384;858031617;2
16384;859767334;2
16384;826760620;2
16384;892764445;2
16384;869244548;2
24576;1118789388;2
24576;1073207723;2
24576;1060872722;2
24576;1048991293;2
24576;1084284465;2
24576;1078265138;2
24576;1099304769;2
24576;1115323161;2
24576;1105781576;2
24576;1118734417;2
32768;1355688600;2
32768;1327278890;2
32768;1337817506;2
32768;1345028117;2
32768;1363120566;2
32768;1314694458;2
32768;1385393312;2
32768;1344345460;2
32768;1347026979;2
32768;1326314739;2
49152;1702305136;2
49152;1729785605;2
49152;1687039918;2
49152;1709101604;2
49152;1711330160;2
49152;1711996339;2
49152;1691989909;2
49152;1695562908;2
49152;1702287599;2
49152;1698753989;2
65536;1871141684;2
65536;1886964072;2
65536;1948589641;2
65536;1908532634;2
65536;1892219972;2
65536;1893452149;2
65536;1915097535;2
65536;1935324342;2
65536;1923517986;2
65536;1914487265;2
98304;2078907716;2
98304;2028533692;2
98304;1977220908;2
98304;2036973878;2
98304;2016658245;2
98304;2023884074;2
98304;2017583864;2
98304;2021621664;2
98304;2010795533;2
98304;2054260296;2
131072;2099046998;2
131072;2162354575;2
131072;2118737591;2
131072;2154560141;2
131072;2108723674;2
131072;2170091066;2
131072;2129275595;2
131072;2108332317;2
131072;2095553061;2
131072;2087864341;2
196608;2299931438;2
196608;2252927898;2
196608;2253191367;2
196608;2236070761;2
196608;2261554892;2
196608;2274619142;2
196608;2238017579;2
196608;2314694867;2
196608;2405968467;2
196608;2402751791;2
262144;2929087404;2
262144;2979450848;2
262144;2738849896;2
262144;2875335166;2
262144;2556048911;2
262144;2885302736;2
262144;2664478233;2
262144;2491404746;2
262144;2661193726;2
262144;2694260703;2
524288;4716048627;2
524288;4736016319;2
524288;4895467044;2
524288;4722706057;2
524288;4751118248;2
524288;4871105471;2
524288;4713131228;2
524288;4604049726;2
524288;4263481448;2
524288;4388926516;2
786432;7624253096;2
786432;7922003300;2
786432;7485922326;2
786432;7245878584;2
786432;7231685184;2
786432;7265772709;2
786432;7644736698;2
786432;7613527836;2
786432;7102427942;2
786432;6902759891;2
1048576;10243082036;2
1048576;10026285283;2
1048576;9398421473;2
1048576;9955184412;2
1048576;10220114060;2
1048576;10322917160;2
1048576;10451387050;2
1048576;9258968144;2
1048576;9302602828;2
1048576;9405583500;2
1572864;15013777758;2
1572864;15037029426;2
1572864;14923722786;2
1572864;14011349128;2
1572864;14382131029;2
1572864;14411719367;2
1572864;12738016567;2
1572864;14275511237;2
1572864;15018215014;2
1572864;15817737801;2
2097152;16999314258;2
2097152;16023735400;2
2097152;17946350921;2
2097152;18382100310;2
2097152;19450691659;2
2097152;18235126311;2
2097152;17604360116;2
2097152;17627316578;2
2097152;17936120289;2
2097152;17790941903;2
4194304;19766377980;2
4194304;22643045339;2
4194304;22339969656;2
4194304;21964176891;2
4194304;21852213796;2
4194304;21365648814;2
4194304;21360455007;2
4194304;21452182749;2
4194304;22888065116;2
4194304;22461126557;2
8388608;24117923352;2
8388608;24592205863;2
8388608;24575155001;2
8388608;24685335950;2
8388608;24406213025;2
8388608;25190571260;2
8388608;24330362073;2
8388608;24847774426;2
8388608;24114369112;2
8388608;24888419975;2
16777216;26415965263;2
16777216;26943551649;2
16777216;26828529635;2
16777216;27150860243;2
16777216;27671909559;2
16777216;26636768242;2
16777216;26896749972;2
16777216;26631219373;2
16777216;25935861992;2
16777216;25383597750;2
33554432;29237214044;2
33554432;29966425755;2
33554432;29347271743;2
33554432;29051256321;2
33554432;28290124078;2
33554432;27990048191;2
33554432;28195650161;2
33554432;29684425673;2
33554432;28345362725;2
33554432;28621408827;2
63;1705465414;3
63;1704686361;3
63;1688999065;3
63;1655147462;3
63;1680455486;3
63;1673117107;3
63;1674236247;3
63;1702822714;3
63;1699400188;3
63;1705655112;3
128;1289170533;3
128;1284616252;3
128;1290569499;3
128;1276750856;3
128;1271678589;3
128;1294983480;3
128;1282187867;3
128;1273205445;3
128;1279999309;3
128;1283275147;3
256;1193716391;3
256;1203633301;3
256;1183013184;3
256;1173680624;3
256;1180194377;3
256;1181654664;3
256;1193965292;3
256;1185265300;3
256;1185197917;3
256;1190631429;3
512;1065214153;3
512;1069078085;3
512;1065293742;3
512;1066834310;3
512;1115838339;3
512;1074032349;3
512;1065764039;3
512;1084901083;3
512;1068359457;3
512;1089438599;3
1024;1052237265;3
1024;1068061117;3
1024;979362183;3
1024;1005862509;3
1024;979616171;3
1024;1016268067;3
1024;1058121216;3
1024;985320760;3
1024;1083003866;3
1024;1038477458;3
2048;1116928101;3
2048;1120594971;3
2048;1098915569;3
2048;1092337321;3
2048;1129007325;3
2048;1121544027;3
2048;1111507122;3
2048;1109123210;3
2048;1108763225;3
2048;1098914714;3
2560;1169696493;3
2560;1156238729;3
2560;1158066895;3
2560;1124619222;3
2560;1117300742;3
2560;1141306926;3
2560;1145198649;3
2560;1146458781;3
2560;1128863567;3
2560;1127161092;3
3072;1089820964;3
3072;1140927247;3
3072;1111762492;3
3072;1127642497;3
3072;1114102865;3
3072;1123438640;3
3072;1084859498;3
3072;1099855998;3
3072;1134965496;3
3072;1146707561;3
4096;1079366537;3
4096;1083994019;3
4096;1080721314;3
4096;1090903443;3
4096;1087492758;3
4096;1056897177;3
4096;1110764527;3
4096;1079554240;3
4096;1103450318;3
4096;1096189901;3
6144;1060795859;3
6144;1025159547;3
6144;1040766521;3
6144;1033475220;3
6144;1044404949;3
6144;1026302002;3
6144;1035061687;3
6144;1019204102;3
6144;1059854167;3
6144;1020991049;3
8192;985523357;3
8192;980868938;3
8192;992696412;3
8192;997494426;3
8192;1004721111;3
8192;1020167277;3
8192;1009921631;3
8192;1015974285;3
8192;1008823650;3
8192;988597372;3
10240;984412761;3
10240;966446249;3
10240;975150838;3
10240;967495647;3
10240;987723145;3
10240;973538168;3
10240;1014662069;3
10240;960469199;3
10240;968186035;3
10240;945934164;3
12288;957996461;3
12288;928321860;3
12288;941069052;3
12288;953229127;3
12288;953093710;3
12288;968410970;3
12288;939129965;3
12288;954399740;3
12288;1019753255;3
12288;944522624;3
16384;1094425822;3
16384;1086558920;3
16384;1043056804;3
16384;1065455608;3
16384;1039579672;3
16384;1073885499;3
16384;1048820313;3
16384;1041996623;3
16384;1062410645;3
16384;1038499553;3
24576;1302312338;3
24576;1347482585;3
24576;1297758749;3
24576;1283345175;3
24576;1275607016;3
24576;1286824057;3
24576;1264416789;3
24576;1304417807;3
24576;1248450359;3
24576;1327381348;3
32768;1525557415;3
32768;1561170492;3
32768;1477402466;3
32768;1549320232;3
32768;1528304526;3
32768;1525445191;3
32768;1499612550;3
32768;1537590862;3
32768;1540934326;3
32768;1508326579;3
49152;1867152630;3
49152;1857426678;3
49152;1838822837;3
49152;1864295573;3
49152;1850652996;3
49152;1831143271;3
49152;1865493287;3
49152;1847490601;3
49152;1828190187;3
49152;1866492961;3
65536;2058134848;3
65536;2053904746;3
65536;2088709108;3
65536;2039730185;3
65536;2056294679;3
65536;2056287884;3
65536;2048645264;3
65536;2095660727;3
65536;2112006959;3
65536;2312235963;3
98304;2159905030;3
98304;2165155356;3
98304;2235971600;3
98304;2378356772;3
98304;2270867636;3
98304;2431708660;3
98304;2157428956;3
98304;2261792360;3
98304;2217431398;3
98304;2272063478;3
131072;2235222332;3
131072;2213738079;3
131072;2191032635;3
131072;2238388551;3
131072;2451954754;3
131072;2325699138;3
131072;2218540732;3
131072;2322833050;3
131072;2324335410;3
131072;2338754070;3
196608;2301144451;3
196608;2473083701;3
196608;2589181641;3
196608;2488782594;3
196608;2528147055;3
196608;2386723797;3
196608;2527378256;3
196608;2549024700;3
196608;2411760296;3
196608;2340698488;3
262144;2580138144;3
262144;2653209026;3
262144;2690183961;3
262144;2707711590;3
262144;2716906008;3
262144;2768766847;3
262144;2767373781;3
262144;2639462281;3
262144;2584330201;3
262144;2768721193;3
524288;4526590294;3
524288;4385027916;3
524288;4455246462;3
524288;4408149131;3
524288;4402611778;3
524288;4383533002;3
524288;4532902712;3
524288;4792195314;3
524288;4479821535;3
524288;4480401980;3
786432;7137326419;3
786432;7107723677;3
786432;6899054202;3
786432;6862061446;3
786432;7062282230;3
786432;7067428389;3
786432;7183805179;3
786432;6624765913;3
786432;6461882572;3
786432;6465670576;3
1048576;9155237472;3
1048576;9212301071;3
1048576;9034072311;3
1048576;9469336186;3
1048576;8734766687;3
1048576;8583807052;3
1048576;7961329349;3
1048576;9171550786;3
1048576;11497142991;3
1048576;11801232550;3
1572864;13957181770;3
1572864;14590447110;3
1572864;14854510017;3
1572864;14314388028;3
1572864;13441254198;3
1572864;13128590135;3
1572864;12470551194;3
1572864;12979613328;3
1572864;16100147510;3
1572864;16656131193;3
2097152;16579236988;3
2097152;16542801928;3
2097152;15825207772;3
2097152;15438329760;3
2097152;15623256396;3
2097152;16973527556;3
2097152;18966789357;3
2097152;19015213999;3
2097152;17839703419;3
2097152;17722020231;3
4194304;19922672698;3
4194304;19408476287;3
4194304;21218913381;3
4194304;22069834524;3
4194304;22082209727;3
4194304;22211818248;3
4194304;22012001679;3
4194304;21045314464;3
4194304;20589446218;3
4194304;21370556163;3
8388608;22261871715;3
8388608;23923201142;3
8388608;24466534273;3
8388608;23735155367;3
8388608;23746887584;3
8388608;24782097384;3
8388608;24755698377;3
8388608;23541076183;3
8388608;23668572888;3
8388608;24113042370;3
16777216;26284263522;3
16777216;26893492363;3
16777216;27025430840;3
16777216;26789295179;3
16777216;26554248752;3
16777216;26628708102;3
16777216;27118996880;3
16777216;26771134860;3
16777216;26283436292;3
16777216;25466192110;3
33554432;30024105280;3
33554432;29600100315;3
33554432;29409287002;3
33554432;29192373102;3
33554432;28509739516;3
33554432;27534942315;3
33554432;28577258640;3
33554432;28921056939;3
33554432;29118477676;3
33554432;29932044122;3
63;2429711834;4
63;2427554688;4
63;2401548341;4
63;2422519411;4
63;2428726482;4
63;2423087811;4
63;2411076295;4
63;2415289105;4
63;2422663291;4
63;2437263266;4
128;1759132447;4
128;1761289714;4
128;1768980592;4
128;1762519411;4
128;1761999675;4
128;1768190024;4
128;1752575400;4
128;1775231446;4
128;1772222901;4
128;1767332073;4
256;1579041382;4
256;1592014486;4
256;1589748536;4
256;1561929037;4
256;1583033489;4
256;1582630575;4
256;1583795411;4
256;1586098146;4
256;1573048707;4
256;1571754110;4
512;1369337199;4
512;1398783570;4
512;1383571249;4
512;1351866984;4
512;1358049439;4
512;1378717896;4
512;1350898194;4
512;1367335735;4
512;1393509359;4
512;1389306072;4
1024;1232415732;4
1024;1262270183;4
1024;1268000122;4
1024;1275059653;4
1024;1248230103;4
1024;1249029664;4
1024;1270225057;4
1024;1269765056;4
1024;1291406373;4
1024;1275695069;4
2048;1304903850;4
2048;1302932862;4
2048;1299619711;4
2048;1282321412;4
2048;1324056194;4
2048;1299819214;4
2048;1303994874;4
2048;1287276571;4
2048;1259724692;4
2048;1266387818;4
2560;1311370444;4
2560;1302921632;4
2560;1321094280;4
2560;1299802653;4
2560;1309532837;4
2560;1318352784;4
2560;1323537273;4
2560;1344247844;4
2560;1346443604;4
2560;1263772380;4
3072;1252771688;4
3072;1278340617;4
3072;1326887126;4
3072;1299872112;4
3072;1353585246;4
3072;1297075196;4
3072;1301349569;4
3072;1302198039;4
3072;1337004843;4
3072;1278198732;4
4096;1260512981;4
4096;1252697184;4
4096;1265080893;4
4096;1278377483;4
4096;1278694784;4
4096;1306215902;4
4096;1295058228;4
4096;1275738933;4
4096;1283472820;4
4096;1256333049;4
6144;1189903198;4
6144;1202774781;4
6144;1200149049;4
6144;1209421795;4
6144;1196053956;4
6144;1196335043;4
6144;1221977092;4
6144;1223899577;4
6144;1194877768;4
6144;1188576986;4
8192;1172375855;4
8192;1159359416;4
8192;1170773072;4
8192;1179758749;4
8192;1147685263;4
8192;1161040731;4
8192;1176078818;4
8192;1150767904;4
8192;1160001384;4
8192;1185605063;4
10240;1134577271;4
10240;1135846233;4
10240;1125784221;4
10240;1119269451;4
10240;1140527182;4
10240;1192769694;4
10240;1121175172;4
10240;1146842774;4
10240;1126744955;4
10240;1143368734;4
12288;1128431519;4
12288;1100637492;4
12288;1077686605;4
12288;1096676148;4
12288;1126319133;4
12288;1117064291;4
12288;1111133179;4
12288;1128651937;4
12288;1104644247;4
12288;1140189291;4
16384;1204943767;4
16384;1217572145;4
16384;1201801433;4
16384;1208856120;4
16384;1229162436;4
16384;1226007813;4
16384;1208126587;4
16384;1199790853;4
16384;1228498413;4
16384;1184438721;4
24576;1400630697;4
24576;1413633546;4
24576;1409984538;4
24576;1409567058;4
24576;1406012004;4
24576;1418381349;4
24576;1423195801;4
24576;1414485027;4
24576;1409067546;4
24576;1401917197;4
32768;1577547446;4
32768;1594197104;4
32768;1573598715;4
32768;1576933269;4
32768;1586700034;4
32768;1588921754;4
32768;1586981527;4
32768;1565570557;4
32768;1617697958;4
32768;1624116822;4
49152;1933967204;4
49152;1934713217;4
49152;1910316774;4
49152;1908135092;4
49152;1914294679;4
49152;1942032472;4
49152;1917214926;4
49152;1930204224;4
49152;1968730999;4
49152;1997310914;4
65536;2127703493;4
65536;2113677043;4
65536;2128517009;4
65536;2106909221;4
65536;2133014202;4
65536;2212212485;4
65536;2232094240;4
65536;2206265504;4
65536;2121936769;4
65536;2271207032;4
98304;2259471884;4
98304;2249142213;4
98304;2458711305;4
98304;2270672324;4
98304;2277661378;4
98304;2311878256;4
98304;2373672649;4
98304;2328729249;4
98304;2468486696;4
98304;2413730551;4
131072;2312292685;4
131072;2301956300;4
131072;2264853435;4
131072;2282694093;4
131072;2300001019;4
131072;2390841839;4
131072;2547223593;4
131072;2422387086;4
131072;2395429567;4
131072;2514113241;4
196608;2490389569;4
196608;2669679933;4
196608;2445679770;4
196608;2579504843;4
196608;2487111980;4
196608;2437319500;4
196608;2375255983;4
196608;2375050904;4
196608;2392883953;4
196608;2715840984;4
262144;2603616986;4
262144;2599832073;4
262144;2647284913;4
262144;2569691042;4
262144;2631799765;4
262144;2739554282;4
262144;2659943524;4
262144;2777718059;4
262144;2777661541;4
262144;2894811036;4
524288;4467700482;4
524288;4440144859;4
524288;4268594851;4
524288;4344203901;4
524288;4187598025;4
524288;4332603640;4
524288;4318321820;4
524288;4565709068;4
524288;4428855430;4
524288;4288402143;4
786432;6703002892;4
786432;6563305342;4
786432;6690385786;4
786432;6620339318;4
786432;6565834435;4
786432;6595672447;4
786432;6634039676;4
786432;6657860233;4
786432;6487769697;4
786432;6397012698;4
1048576;8740409672;4
1048576;8582279057;4
1048576;8652418706;4
1048576;8563939131;4
1048576;8916927373;4
1048576;8956877283;4
1048576;9060165654;4
1048576;8563710413;4
1048576;8577192794;4
1048576;8533934371;4
1572864;13339919522;4
1572864;13192143886;4
1572864;12657340379;4
1572864;12349197760;4
1572864;12639828334;4
1572864;12286302212;4
1572864;12386200649;4
1572864;11883630337;4
1572864;12026968268;4
1572864;12389293137;4
2097152;15395976692;4
2097152;15242973436;4
2097152;15142442838;4
2097152;14893206265;4
2097152;15006157885;4
2097152;13946175259;4
2097152;14814982022;4
2097152;17216718840;4
2097152;17657081267;4
2097152;17232565763;4
4194304;18784511036;4
4194304;18602807301;4
4194304;18189673633;4
4194304;20597346405;4
4194304;21275655528;4
4194304;20748458058;4
4194304;20427688161;4
4194304;20151519582;4
4194304;20483562266;4
4194304;20628439992;4
8388608;21003996063;4
8388608;22437817760;4
8388608;23280264538;4
8388608;22965158377;4
8388608;23019498261;4
8388608;23372420747;4
8388608;22983261201;4
8388608;22729250093;4
8388608;22847069673;4
8388608;23369595755;4
16777216;24054167167;4
16777216;25730651339;4
16777216;25847722099;4
16777216;25835444063;4
16777216;25584894788;4
16777216;25686864880;4
16777216;25359253471;4
16777216;24828446179;4
16777216;24789468559;4
16777216;24548571911;4
33554432;28293562229;4
33554432;28604637587;4
33554432;28486534356;4
33554432;28148405695;4
33554432;27864830336;4
33554432;26912223157;4
33554432;26775597670;4
33554432;29128455051;4
33554432;29512600072;4
33554432;29335568903;4
