size;duration;ops;processed
536870912;58145508;134217728;536870912
536870912;57773316;134217728;536870912
536870912;57455688;134217728;536870912
536870912;57718059;134217728;536870912
536870912;60914592;134217728;536870912
536870912;57569621;134217728;536870912
536870912;57537069;134217728;536870912
536870912;58382853;134217728;536870912
536870912;59215088;134217728;536870912
536870912;58536417;134217728;536870912
