size;duration;ops;processed
536870912;37746989;33554432;33554432
536870912;32934001;33554432;33554432
536870912;31598795;33554432;33554432
536870912;38176757;33554432;33554432
536870912;26152018;33554432;33554432
536870912;28468709;33554432;33554432
536870912;37991252;33554432;33554432
536870912;32523030;33554432;33554432
536870912;40965657;33554432;33554432
536870912;36162394;33554432;33554432
