size;duration;ops;processed
536870912;112462850;33554432;33554432
536870912;133601562;33554432;33554432
536870912;92409749;33554432;33554432
536870912;100687011;33554432;33554432
536870912;123986898;33554432;33554432
536870912;110863200;33554432;33554432
536870912;115507283;33554432;33554432
536870912;117715414;33554432;33554432
536870912;99000936;33554432;33554432
536870912;112471558;33554432;33554432
