size;duration;ops;processed
536870912;67431112;134217728;536870912
536870912;66618205;134217728;536870912
536870912;67366170;134217728;536870912
536870912;58625041;134217728;536870912
536870912;63544027;134217728;536870912
536870912;64186320;134217728;536870912
536870912;60373658;134217728;536870912
536870912;60295451;134217728;536870912
536870912;58595133;134217728;536870912
536870912;64876587;134217728;536870912
