size;duration;ops;processed
536870912;77790935;16777216;33554432
536870912;71112305;16777216;33554432
536870912;155775228;16777216;33554432
536870912;103119507;16777216;33554432
536870912;94622396;16777216;33554432
536870912;115975504;16777216;33554432
536870912;111305420;16777216;33554432
536870912;96901652;16777216;33554432
536870912;107066447;16777216;33554432
536870912;99044962;16777216;33554432
