size;duration;ops;processed
536870912;103450684;16777216;33554432
536870912;99910482;16777216;33554432
536870912;112493774;16777216;33554432
536870912;120679565;16777216;33554432
536870912;132163656;16777216;33554432
536870912;91025594;16777216;33554432
536870912;120990885;16777216;33554432
536870912;143089640;16777216;33554432
536870912;116528809;16777216;33554432
536870912;87648519;16777216;33554432
